id_vertex; team; skill
197; 1; RN
198; 1; BA
199; -; -
200; 1; AP
201; 1; AP
202; 0; PA
203; 0; PA
204; 1; AM
205; 0; AM
206; -; -
207; 1; AC
208; -; -
209; 1; GO
210; -; -
211; 0; GO
212; -; -
213; -; -
214; 1; MS
215; 1; MS
216; 1; MS
217; -; -
218; -; -
219; 0; PR
220; -; -
221; 1; PR
222; 0; PR
223; 1; SC
224; -; -
225; 0; SC
226; -; -
227; 0; RS
228; -; -
229; -; -
230; -; -
231; 1; PB
232; 1; PB
233; -; -
234; 1; PE
235; 1; PE
236; -; -
237; -; -
238; 0; PE
239; -; -
240; -; -
241; -; -
242; 0; MA
243; -; -
244; 1; CE
245; 1; CE
246; 1; PI
247; 0; PI
248; -; -
249; -; -
250; 0; PB
251; 0; PE
252; 0; PE
253; -; -
254; -; -
255; 1; PI
256; -; -
257; 1; SE
258; 1; BA
259; -; -
260; -; -
261; -; -
262; 1; BA
263; 0; BA
264; -; -
265; -; -
266; -; -
267; 1; BA
268; -; -
269; 0; AL
270; 1; BA
271; 0; BA
272; -; -
273; -; -
274; -; -
275; -; -
276; 1; MG
277; -; -
278; 0; MG
279; -; -
280; 0; BA
281; -; -
282; -; -
283; 1; MG
284; -; -
285; 0; MG
286; 0; MG
287; 0; MG
288; -; -
289; -; -
290; 1; RJ
291; -; -
292; 0; SP
293; -; -
294; 1; MG
295; -; -
296; 1; MG
297; 1; MG
298; -; -
299; -; -
300; 0; MG
301; -; -
302; 0; ES
303; -; -
304; 1; SP
305; 1; SP
306; -; -
307; 1; DF
308; 0; DF
309; -; -
310; -; -
311; -; -
312; 1; RJ
313; 1; RJ
314; 0; RJ
315; 0; RJ
316; 1; RJ
317; 0; RJ
318; 1; RJ
319; 1; RJ
320; 1; RJ
321; 0; RJ
322; 0; SE
323; 1; SP
324; 1; CE
325; -; -
326; -; -
327; -; -
328; 1; MG
329; -; -
330; -; -
331; 0; PR
332; 0; RJ
333; 1; SP
334; 0; BA
335; 1; TO
336; -; -
337; 1; PA
338; 1; PE
339; 0; SP
340; 1; RJ
341; 1; MG
342; 1; SE
343; -; -
344; 1; SP
345; 1; PA
346; 1; PE
347; 1; PR
348; -; -
349; 1; RR
350; -; -
351; 1; BA
352; 0; SP
353; 1; SE
354; 0; SP
355; 1; CE
356; 1; MG
357; -; -
358; -; -
359; 1; MG
360; 1; SP
361; 0; RJ
362; -; -
363; 0; PE
364; 0; ES
365; -; -
366; 1; AL
367; 1; SP
368; 0; RJ
369; 1; RS
370; -; -
371; 0; MA
372; -; -
373; -; -
374; 0; SC
375; -; -
376; 1; MG
377; 1; MA
378; 0; MS
379; 1; MA
380; -; -
381; 1; PE
382; -; -
383; 0; SP
384; -; -
385; 1; SE
386; 1; PE
387; -; -
388; 1; MT
389; 1; MG
390; 1; RO
391; -; -
392; 1; MG
393; 0; RN
394; 0; RN
395; -; -
396; 0; PE
397; -; -
398; 1; RJ
399; 1; AC
400; 0; CE
401; 1; MA
402; 1; AM
403; 1; RJ
404; 1; CE
405; -; -
406; -; -
407; 0; RS
408; -; -
409; -; -
410; 0; SP
411; -; -
412; 0; RJ
413; -; -
414; -; -
415; 0; GO
416; 0; PR
417; 1; SP
418; -; -
419; 0; MG
420; -; -
421; -; -
422; -; -
423; 1; AL
424; -; -
425; 0; SP
426; -; -
427; 0; MA
428; 1; MG
429; 0; AL
430; 0; SE
431; 1; MG
432; -; -
433; 1; SP
434; 0; SP
435; 0; SP
436; 0; MA
437; 1; ES
438; 0; DF
439; 0; TO
440; 1; TO
441; -; -
442; -; -
443; 1; RO
444; 1; PA
445; 0; RS
446; -; -
447; -; -
448; 1; SP
449; 0; ES
450; -; -
451; -; -
452; 1; RS
453; 1; AM
454; 1; GO
455; 0; RJ
456; -; -
457; 1; SP
458; 1; SP
459; -; -
460; 0; MG
461; 1; RJ
462; -; -
463; 0; MG
464; 1; AP
465; -; -
466; 1; BA
467; -; -
468; 1; RO
469; 1; MG
470; 1; RJ
471; -; -
472; -; -
473; 1; MG
474; -; -
475; 0; RJ
476; 0; MG
477; 0; CE
478; 1; SP
479; 1; MG
480; 0; RS
481; -; -
482; 0; PE
483; 1; BA
484; -; -
485; 1; RS
486; -; -
487; 1; BA
488; -; -
489; 0; MG
490; 1; PR
491; 1; DF
492; -; -
493; 0; RN
494; 0; PB
495; -; -
496; -; -
497; 0; AP
498; -; -
499; 0; AC
500; -; -
501; -; -
502; 0; RJ
503; 0; RJ
504; 1; ES
505; 1; RJ
506; 1; SP
507; -; -
508; -; -
509; 0; SP
510; -; -
511; 1; RJ
512; -; -
513; -; -
514; -; -
515; -; -
516; 0; PA
517; -; -
518; 0; SP
519; -; -
520; 1; BA
521; 1; SC
522; 1; PR
523; 1; RJ
524; 0; PB
525; 1; BA
526; -; -
527; 1; RJ
528; 0; ES
529; -; -
530; 1; PE
531; 1; PI
532; 1; SP
533; -; -
534; 1; RS
535; -; -
536; 0; SP
537; 1; SP
538; 0; SP
539; -; -
540; 0; PR
541; -; -
542; 1; MA
543; -; -
544; 0; TO
