id_vertex; team; skill
248; 0; SP
249; 1; SE
250; 0; SP
251; 0; CE
252; -; -
253; -; -
254; 1; SP
255; 1; PE
256; 1; ES
257; 1; SP
258; 0; SP
259; 0; RS
260; 1; MT
261; 1; MA
262; 1; SC
263; 0; MA
264; 0; MA
265; 1; SC
266; 1; RR
267; 0; RJ
268; 1; PE
269; 0; PB
270; 1; MT
271; 0; MG
272; 0; RN
273; 0; RN
274; 0; RJ
275; 0; PE
276; -; -
277; 1; AC
278; 1; AM
279; 1; CE
280; 0; MG
281; 1; AC
282; 1; SP
283; 1; RJ
284; 1; GO
285; 1; PR
286; 1; SP
287; 1; MG
288; 0; BA
289; 0; RN
290; 0; PA
291; 0; SP
292; 1; CE
293; 0; MA
294; 0; AL
295; 0; CE
296; 0; SP
297; 1; SP
298; 1; TO
299; 1; MG
300; 0; PA
301; 0; MG
302; 1; SP
303; 1; PB
304; 0; RS
305; 0; RR
306; 1; SP
307; 1; SP
308; 1; MG
309; 1; AP
310; 1; MG
311; 0; SC
312; 0; MG
313; -; -
314; 0; PI
315; 0; RJ
316; 0; MG
317; 0; CE
318; 1; SP
319; 0; AM
320; 1; PE
321; -; -
322; 0; RS
323; 1; BA
324; 0; MG
325; 0; RO
326; 0; AP
327; 0; RS
328; 0; MA
329; 1; ES
330; 0; RR
331; 0; MT
332; 0; SP
333; 0; MG
334; 0; MA
335; 1; SP
336; 0; PA
337; 0; ES
338; 1; RS
339; 0; CE
340; 0; PR
341; 0; AL
342; 1; RJ
343; 0; PB
344; 1; BA
345; 0; SE
346; 1; RJ
347; 0; MA
348; -; -
349; 0; SP
350; 0; PI
351; 1; MG
352; 1; MG
353; 0; BA
354; 0; SC
355; 0; MG
356; 0; RJ
357; 0; RJ
358; 1; MG
359; 0; SC
360; 0; ES
361; 0; MG
362; 0; MT
363; 0; BA
364; 1; RR
365; 0; SP
366; 0; RJ
367; 1; ES
368; 1; RS
369; 1; SC
370; 1; SP
371; 1; RS
372; 0; RJ
373; 0; SP
374; 1; AL
375; 0; SE
376; 1; SE
377; 0; SP
378; 0; SP
379; 1; GO
380; 0; BA
381; 0; PE
382; 0; DF
383; 1; PE
384; 0; RS
385; 1; BA
386; 0; RR
387; 0; MA
388; 0; MG
389; 0; PA
390; 0; SP
391; 1; RS
392; 1; SP
393; -; -
394; 1; SC
395; 1; PB
396; 0; SP
397; 1; PR
398; 0; RS
399; 0; SE
400; 0; BA
401; 1; RS
402; 1; PE
403; 1; PR
404; 1; CE
405; 0; DF
406; 1; TO
407; 0; RJ
408; 0; PR
409; 0; RS
410; 0; PR
411; 0; RS
412; 1; MA
413; 0; SP
414; 0; MS
415; 1; MG
416; 0; SP
417; 0; MA
418; 0; AP
419; 1; PR
420; 1; RN
421; 0; RS
422; 0; SP
423; 0; GO
424; 0; RJ
425; 0; GO
426; 1; MG
427; 1; BA
428; 1; SP
429; 0; PA
430; 1; BA
431; 0; SC
432; 0; RO
433; 0; SP
434; 0; RS
435; 0; MG
436; 1; BA
437; 0; MG
438; 0; RJ
439; 0; AC
440; 0; PR
441; 0; MS
442; -; -
443; 0; BA
444; 1; BA
445; 1; RJ
446; 1; PR
447; 0; SP
448; 0; AL
449; 0; RJ
450; 1; SE
451; 1; RJ
452; 0; PE
453; 0; MT
454; 0; RJ
455; 0; MS
456; 0; RR
457; 1; PB
458; 1; PB
459; 1; DF
460; 0; TO
461; 1; TO
462; -; -
463; 0; PE
464; 0; ES
465; 1; PA
466; 0; AP
467; 0; PR
468; 0; MG
469; 0; TO
470; 1; SC
471; 0; BA
472; 0; SC
473; 1; PE
474; 1; SP
475; 0; MG
476; 1; SP
477; 1; RR
478; 1; SP
479; 0; SP
480; 0; SP
481; 0; PE
482; 0; SP
483; 0; PR
484; 0; ES
485; 0; PE
486; 0; BA
487; 1; SP
488; 1; RR
489; 1; CE
490; 1; RO
491; 1; PI
492; 1; RJ
493; 1; RS
494; 0; PB
495; 0; BA
496; 0; BA
497; 0; RJ
498; 1; CE
499; 1; AC
500; 0; MG
501; 1; PI
502; 0; SP
503; 0; PA
504; 0; BA
505; 0; DF
506; 0; PR
507; 0; GO
508; 0; RS
509; 0; PE
510; 1; RJ
511; 0; SC
512; 1; GO
513; 0; SP
514; 0; MT
515; 0; GO
516; 1; MA
517; 0; PE
518; 0; SP
519; 0; RO
520; 0; MA
521; 0; CE
522; 1; AL
523; 1; PR
524; 0; AL
525; 0; BA
526; 1; MG
527; 1; MG
528; 1; RJ
529; 0; RJ
530; 0; SE
531; 0; SP
532; 0; AM
533; 0; PR
534; 1; CE
535; 1; MS
536; 0; TO
537; -; -
538; -; -
539; 0; SP
