id_vertex; team; skill
0; 0; PE
1; 0; DF
2; 0; CE
3; 0; RR
4; 0; SP
5; 0; PI
6; 0; PA
7; 1; BA
8; 0; RJ
9; 0; RJ
10; 0; SP
11; 0; SP
12; 0; SP
13; 0; SP
14; 0; SP
15; 0; PR
16; 0; PR
17; 0; PR
18; 1; RS
19; 1; RS
20; 0; RS
21; 0; RS
22; 1; SP
23; 1; SP
24; 0; SP
25; 0; SP
26; 0; RJ
27; 1; DF
28; 0; SP
29; 0; MG
30; 1; DF
31; 0; GO
32; 1; GO
33; 0; RS
34; 1; RJ
35; 1; MA
36; 0; SC
37; 1; PR
38; 0; PR
39; 0; PR
40; 0; PR
41; 0; PR
42; 0; SC
43; 0; SP
44; 0; BA
45; 1; RS
46; 0; AP
47; 0; PA
48; 0; PA
49; 0; SC
50; 0; RJ
51; 0; PB
52; 1; PB
53; 0; PB
54; 0; PE
55; 0; AL
56; 1; BA
57; 1; BA
58; 0; PA
59; 1; PA
60; 0; AM
61; 0; AM
62; 0; CE
63; 0; BA
64; 0; BA
65; 1; MG
66; 1; MG
67; 0; MG
68; 1; ES
69; 1; RJ
70; 1; RJ
71; 1; RJ
72; 0; RO
73; 0; MA
74; 0; CE
75; 0; CE
76; 0; CE
77; 0; ES
78; 1; RJ
79; 0; RJ
80; 0; SP
81; 0; SP
82; 0; SP
83; 1; SP
84; 0; SP
85; 1; SP
86; 0; CE
87; 0; CE
88; 0; CE
89; 0; PI
90; 1; PI
91; 0; PA
92; 1; PA
93; 1; AM
94; 0; RO
95; 1; GO
96; 1; GO
97; 0; GO
98; 0; MS
99; 1; MS
100; 1; PR
101; 0; PR
102; 0; PR
103; 0; SC
104; 0; RS
105; 1; RS
106; 0; RS
107; 1; RS
108; 0; PE
109; 0; PE
110; 1; PE
111; 0; MA
112; 0; MA
113; 1; CE
114; 0; PI
115; 1; PI
116; 1; PB
117; 1; PB
118; 0; PE
119; 0; BA
120; 0; BA
121; 1; BA
122; 1; BA
123; 0; AL
124; 1; BA
125; 0; BA
126; 1; BA
127; 0; MG
128; 1; MG
129; 1; MG
130; 0; MG
131; 1; MG
132; 0; RJ
133; 1; RJ
134; 0; MG
135; -; -
136; 0; MG
137; 0; MG
138; 0; MG
139; 1; SP
140; 0; SP
141; 0; GO
142; -; -
143; 0; RJ
144; 0; RJ
145; 0; RJ
146; 1; RJ
147; 1; RJ
148; 0; SP
149; 0; TO
150; 0; SP
151; 0; SP
152; 0; PE
153; 0; MG
154; 0; BA
155; 1; RJ
156; 0; BA
157; 1; PI
158; 0; BA
159; 0; BA
160; 0; AP
161; 1; MA
162; 1; SP
163; 1; TO
164; 0; SP
165; -; -
166; 1; CE
167; 1; RS
168; 1; MG
169; 0; CE
170; 0; PE
171; 0; RS
172; 0; SP
173; 1; PR
174; 0; RS
175; 0; MG
176; 0; CE
177; 1; PA
178; 0; RS
179; 1; TO
180; 0; MG
181; 1; PA
182; 0; MG
183; 0; SP
184; 0; SE
185; 0; SP
186; 0; RJ
187; 1; SP
188; 1; PE
189; 0; SP
190; 0; MT
191; 0; SC
192; 0; MA
193; 0; MS
194; 1; SC
195; 0; RR
196; 0; PE
197; 0; PB
198; 1; MG
199; 1; RN
200; 1; RN
201; 0; RJ
202; 0; PE
203; 1; AC
204; 1; RJ
205; 1; CE
206; 0; RS
207; 1; RJ
208; 1; PR
209; 0; BA
210; 1; CE
211; 1; CE
212; 0; SP
213; -; -
214; 0; DF
215; 1; TO
216; 0; MG
217; 0; RO
218; 1; PA
219; 0; RS
220; 0; MG
221; 1; SP
222; 0; PB
223; 0; MG
224; 0; MG
225; 0; SC
226; -; -
227; 0; MG
228; 1; RJ
229; 1; MG
230; 0; CE
231; 1; SP
232; 0; RS
233; 0; BA
234; 0; MG
235; 1; RN
236; 0; PB
237; 0; RS
238; 1; MT
239; 0; SP
240; 0; SP
241; 1; MA
242; 0; SP
243; 0; ES
244; 0; SP
245; 0; CE
246; 1; GO
247; 0; MG
248; 0; RJ
249; 1; MT
250; 0; BA
251; 0; SE
252; 0; PI
253; 1; RJ
254; 1; SP
255; 0; PI
256; 0; MG
257; 0; DF
258; 1; BA
259; 1; SC
260; 1; MG
261; 0; RJ
262; 1; RJ
263; 1; SC
264; 1; ES
265; 0; MG
266; 0; PB
267; -; -
268; 0; BA
269; 1; RR
270; 1; SP
271; 0; RS
272; 1; SC
273; 1; RS
274; 0; AL
275; 1; SE
276; 0; SP
277; 0; PE
278; 1; RS
279; 0; BA
280; 0; MG
281; 0; SP
282; 0; RS
283; 1; SP
284; 0; SP
285; 1; RS
286; 0; BA
287; 1; RS
288; 0; SC
289; 0; PE
290; 0; PR
291; 0; DF
292; 0; TO
293; 0; PR
294; 1; MA
295; 0; MG
296; 0; SP
297; 0; AP
298; 1; PR
299; 0; GO
300; 0; GO
301; 0; MG
302; 1; BA
303; 1; SP
304; 0; PA
305; 1; SC
306; 1; RS
307; 1; BA
