id_vertex; team; skill
398; 1; RJ
399; 1; AC
400; 1; CE
401; 1; MA
402; 1; AM
403; 1; RJ
404; 1; CE
405; 1; MG
406; 1; RJ
407; 1; RS
408; 1; RS
409; 1; AC
410; 1; SP
411; 1; MT
412; 1; RJ
413; 1; AC
414; 1; RJ
415; 1; GO
416; 1; PR
417; 1; SP
418; 1; SP
419; 1; MG
420; 1; BA
421; 1; RN
422; 1; TO
423; 1; AL
424; 1; PA
425; 1; SP
426; 1; CE
427; 1; MA
428; 1; MG
429; 1; AL
430; 0; SE
431; 1; MG
432; 1; CE
433; 1; SP
434; 1; SP
435; 1; SP
436; 1; MA
437; 1; ES
438; 1; DF
439; 1; TO
440; 1; TO
441; 1; RJ
442; 1; MG
443; 1; RO
444; 1; PA
445; 1; RS
446; 1; PR
447; 1; MG
448; 1; SP
449; 1; ES
450; 1; PB
451; -; -
452; 1; RS
453; 1; AM
454; 1; GO
455; 1; RJ
456; 1; RR
457; 1; SP
458; 1; SP
459; -; -
460; 1; MG
461; 1; RJ
462; 1; AP
463; 1; MG
464; 1; AP
465; 1; RJ
466; 1; BA
467; 1; SC
468; 1; RO
469; 1; MG
470; 1; RJ
471; 1; SC
472; 1; RR
473; 1; MG
474; 1; PI
475; 1; RJ
476; 1; MG
477; 1; CE
478; 1; SP
479; 1; MG
480; 1; RS
481; 1; AM
482; 1; PE
483; 1; BA
484; 1; AM
485; 1; RS
486; 1; SP
487; 1; BA
488; 1; DF
489; 1; MG
490; 1; PR
491; 1; DF
492; 1; RJ
493; 1; RN
494; 1; PB
495; 1; RO
496; -; -
497; 1; AP
498; 1; SP
499; 1; AC
500; 1; RS
501; 1; MA
502; -; -
503; 1; RJ
504; 1; ES
505; 1; RJ
506; 1; SP
507; 1; RR
508; 1; MT
509; 1; SP
510; 1; TO
511; 1; RJ
512; 1; PB
513; 1; MG
514; 1; MA
515; 1; SP
516; 1; PA
517; 1; ES
518; 1; SP
519; 1; RS
520; 1; BA
521; 1; SC
522; 1; PR
523; 1; RJ
524; 1; PB
525; 1; BA
526; 1; PI
527; 1; RJ
528; 1; ES
529; 1; MA
530; 1; PE
531; 1; PI
532; 1; SP
533; 1; AL
534; 1; RS
535; 1; SP
536; 0; SP
537; 1; SP
538; -; -
539; -; -
540; 1; PR
541; 1; BA
542; 1; MA
543; 1; MT
544; 1; TO
