id_vertex; team; skill
496; 1; PSD
497; 0; PR
498; 0; PT
499; 0; PT
500; 0; PSDB
501; 1; PSD
502; 1; PR
503; 0; PSDB
504; 0; PRB
505; 1; PT
506; 1; PSDB
507; 0; PSDB
508; 0; PTB
509; 0; PRB
510; 1; PMDB
511; 0; PPS
512; 1; PT
513; 1; PSDB
514; 1; PSDB
515; 0; PTB
516; 0; PDT
517; 0; PSB
518; 1; PT
519; 1; PDT
520; 0; PPS
521; 1; PMDB
522; 0; PSB
523; 0; PSC
524; 1; PT
525; 0; DEM
526; 1; PT
527; 0; PP
528; 0; PV
529; 1; PR
530; 1; PMDB
531; 1; PT
532; 0; PSDB
533; 1; PSC
534; 0; PT
535; 1; PMDB
536; 1; PR
537; -; -
538; -; -
539; 1; PT
